Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
SNORD116-2;NR_003317,NR_003317_chr15:25310171_25310269;0;0;0;0;0;0
NAPA-AS1;NR_038452;12;7;2;7;6.08;34
GPR137B;NM_003272;418;371;211;37;67;105
GRIN3A;NM_133445;18;7;9;14;60;18
LRRC41;NM_006369;978;634;378;1017.9;1542;2089.88
PUM1;NM_001020658,NM_014676;1911;1785;855;2476;2741;3682
SNORD45B;NR_002748;0;0;0;0;0;0
MMP20;NM_004771;0;0;0;0;0;1
SPRYD4;NM_207344;256;200;98;149;198.04;282
LOC100130880;NM_001243523;3;6;0;0;1;0
DPP10;NM_001004360,NM_001178034,NM_001178036,NM_001178037,NM_020868;0;0;0;0;0;0
AOX2P;NR_001557;1;0;4;0;1;0
MIR1273A;NR_031675;0;0;0;0;0;0
ERI3-IT1;NR_046817,NR_110056;4;7;9;5;1;6
MIR6858;NR_106917;0;0;0;0;0;0
CTSV;NM_001201575,NM_001333;149;115;70;1687.23;41;5490.15
RRP15;NM_016052;778.3;725.96;346.53;497.81;442.4;1422.14
MAP4K1;NM_001042600,NM_007181;2;9;3;0;5;8
SCD;NM_005063;51461;39777;27051;23466;1461;7964
LINC00331;NR_046869;0;0;0;0;0;0
LOC728739;NR_037629;27;15;3;0;2;0
SYP;NM_003179;19;11;5;5;5;14
RAB3GAP2;NM_012414;1429;1221;727;1677;1394;2381
ZXDA;NM_007156;181.52;175.4;65.4;117.63;177.21;135.79
ERH;NM_004450;2970;1999;1027;1486;915;3267
CCDC88C;NM_001080414;924;890;348;103;189;315
POLR2J;NM_006234;1048.72;597.57;287.86;426.84;456.63;1213.8
XYLB;NM_005108;80;103;36;18;50;82
RRH;NM_006583;0;0;0;0;0;0
SPTAN1;NM_001130438,NM_001195532,NM_003127;6596;7780;2905;6567;6391;9101
AP1G2;NM_001282474,NM_001282475,NM_003917;973.74;996.52;435.99;530.41;715.72;1516.81
MIR3176;NR_036137;0;0;0;0;0;0
LINC00663;NR_026956;14.67;19.66;5;5.84;44.27;11.34
SAMD12;NM_001101676,NM_207506,NR_109794;604;610;415;2022.97;3282.03;1588.76
LOC101928307;NR_125872;0;0;0;0;0;0
ROR2;NM_004560;2;1;2;0;1;1
UGGT1;NM_020120,NR_027671;4648;3229;2513;4362.33;2408.05;4124.76
MAGED2;NM_014599,NM_177433,NM_201222;4323;3578;2144;1136;1421;1279
LHX4-AS1;NR_037642;81.9;113.64;41;12;7.41;46.86
RBM24;NM_001143941,NM_001143942,NM_153020;114;152;76;3;2;12
SECTM1;NM_003004;39;44;13;619;349;873
LINC00260;NR_046213;5;7;9;11.69;1.99;16.07
IRGC;NM_019612;0;0;0;0;0;0
SNORD111;NR_003079;0;0;0;0;0;0
PPP1R12B;NM_001167857,NM_001167858,NM_001197131,NM_002481,NM_032103,NM_032104;674.12;803.88;353;372.09;395.09;509.09
C3orf36;NM_025041;1;0;0;0;0;0
ARPC1A;NM_001190996,NM_006409;2811;1992;991;3110;3009;7943
BBIP1;NM_001195304,NM_001195305,NM_001195306,NM_001195307,NM_001243783;233.11;161.04;105;280.29;149.19;416.23
LOC283299;NR_036678;0;0;0;2;6.63;0
DBET;NR_121644;10;11;7;4;4;10.99
PYY;NM_004160;1;3;2;0;1;0
WWP1;NM_007013;4713;5087;2432;1081;1829;1709
CCDC148;NM_001301684,NM_001301685,NM_138803;39;40;12;2;15;7
CMKLR1;NM_001142343,NM_001142344,NM_001142345,NM_004072;0;1;0;0;0;0
TMPRSS11F;NM_207407;0;2;1;0;0;1
ADAM20P1;NR_037933;10;15;9;6;6;4
UHMK1;NM_001184763,NM_144624,NM_175866;3111;2377;1311;6251.43;3893;7458
ESRG;NR_027122;4.31;14;4;3.35;0;6
C1orf87;NM_152377;0;0;0;0;0;0
PIGM;NM_145167;383;288;176;268.44;272.04;346.9
UBE2D4;NM_015983;122.96;135.03;39.81;139.73;347.37;385.15
LRRD1;NM_001161528;3;4;0;1;1;2
C11orf21;NM_001142946,NR_024621;0;0;1;1;0;0
ALOXE3;NM_001165960,NM_021628;38;34;25;2;4;9
LYL1;NM_005583;1;0;1;1;1;0
MIR3194;NR_036162;0;0;0;0;0;0
IGLL5;NM_001178126,NM_001256296;0;0;0;0;0;0
MDC1;NM_014641;519;636;211;251;255;474
COPZ2;NM_016429;27;18;25;10;48;45
LOC100130451;NM_001242575;2;7;2;1;1;2.19
SPTSSB;NM_001040100;24700;22796;10611;381;313;1253
ZBTB39;NM_014830;372;335;154;207;299;322
CFI;NM_000204;1;0;0;61;994;53
ACSL6;NM_001009185,NM_001205247,NM_001205248,NM_001205250,NM_001205251,NM_015256;4.02;4;2;1;1.57;8.12
HOMER2;NM_004839,NM_199330;949;729;399;735;531;1168
SCPEP1;NM_021626;792;590;381;2702;6783;1983
ART3;NM_001130016,NM_001130017,NM_001179;1;2;1;99;12;37
KCTD3;NM_016121;3062;2499;1146;2533;1592;4652
NRADDP;NR_024046;6;7;3;4;1;6
PALMD;NM_017734;2;0;2;250;191;447
DEFB132;NM_207469;0;0;0;0;0;0
MIR4752;NR_039907;0;0;0;0;0;0
APOBEC3C;NM_014508;2;1;0;123;165.98;234
RNASEH2B;NM_001142279,NM_024570;268;194;82;390;290;893
MCM10;NM_018518,NM_182751;859;709;253;285;5;1052
CIDEC;NM_001199551,NM_001199552,NM_001199623,NM_022094;0;0;0;15;0;23
EFHB;NM_144715;3;3;0;2;19;5
ZKSCAN8;NM_001278119,NM_001278121,NM_001278122,NM_006298;532;728;275;348;741;450
PWP2;NM_005049;921;670;355;457;493;1282
TFF3;NM_003226;348;191;93;0;0;0
CFAP44;NM_001164496,NM_018338;440.77;791.35;266.64;87;212.78;189
IFI30;NM_006332;869;522;381;353;263;437
CYP3A7;NM_000765;0;2;0;1;2;3
DUSP15;NM_001012644,NM_080611,NM_177991;9;5;6;0;2;1
LOC101927587;NR_119375;1;6;1;3;4;1
BMP8A;NM_181809;49.86;64.29;25.35;13.66;29.74;43.83
OPN1LW;NM_020061;0;0;0;0;0;0
LOC643387;NR_026923;0;0;0;0;0;0
ZNF358;NM_018083;79;63;18;66;141;111
ESPN;NM_031475;170;201;75;5;15;3
ARID1A;NM_006015,NM_139135;1144;1754;689;526;1738;1017
DNAJA1;NM_001539;3546;2489;1210;2678;2253;5371
RNF170;NM_001160223,NM_001160224,NM_001160225,NM_030954,NR_027668,NR_027669;225.74;160.12;140;890.27;724.62;1196.93
MORF4L2;NM_001142418,NM_001142419,NM_001142420,NM_001142421,NM_001142422,NM_001142423,NM_001142424,NM_001142425,NM_001142426,NM_001142427,NM_001142428,NM_001142429,NM_001142430,NM_001142431,NM_001142432,NM_012286;6191;3933.98;2610;3537.02;2072;6893
SS18L1;NM_001301778,NM_198935,NR_125980,NR_125981;1102;1367;595;253.01;391.02;595.1
HAUS3;NM_001303143,NM_024511;340.33;367.94;128;304.98;198.22;574.1
SNHG8;NR_003584,NR_034010,NR_034011;648;578;264;968;715;2225
AMER1;NM_152424;320;265;154;190.07;205.04;239.03
RBM8A;NM_005105;4316.23;2588.59;1466.93;1799.96;1619.16;3563.18
LOC388780;NM_001287682;6;4;0;0;0;0
LOC101928936;NR_110867;311.1;682.37;186.52;41.86;51.21;30.92
CHST4;NM_001166395,NM_005769;1;2;1;22;32;77
PXDNL;NM_144651;0;8;0;3;4;5
SPDYE1;NM_175064;28.27;91.5;31.73;18.03;8.93;16.76
GPT2;NM_001142466,NM_133443;676;286;350;1034;437;1209
DTWD1;NM_001144955,NM_020234;399;402;177;206;209;367
LINC00276;NR_103814;0;0;0;0;0;1
DCAKD;NM_001128631,NM_001288654,NM_001288655,NM_024819;325;248;114;295.37;663.28;494.16
ZAK;NM_016653,NM_133646;1818.23;1253.72;903.83;2232.95;1805.77;6603.38
COG6;NM_001145079,NM_020751,NR_026745;636;538;333;550;406;859
NUDT13;NM_001283014,NM_001283015,NM_001283016,NM_001283017,NM_001283019,NM_015901,NR_104264;51;84;39;53;51;112
SLCO4A1-AS1;NR_024470;6.05;18.38;2.38;4.6;4.28;6.89
CCBL1;NM_001122671,NM_001122672,NM_001287390,NM_004059,NR_109829;43;47;24;124;55;179
POLQ;NM_199420;808;1044;363;430;9;1025
MIR6853;NR_106912;0;0;0;0;0;0
MIR92B;NR_030281;0;0;0;0;0;0
ZBTB5;NM_014872;489;433;220;337;523;414
CRISP2;NM_001142407,NM_001142408,NM_001142417,NM_001142435,NM_001261822,NM_003296;0;1;0;0;0;0
BPIFA4P;NR_026760;3;0;0;0;0;0
NPC2;NM_006432;949;972;408;2531;1157;2526
DERL2;NM_016041;761;434;388;537;328;633
LOC101929378;NR_110249,NR_110250;2;3;0;0;0;0
NCMAP;NM_001010980;3;6;0;0;14;0
PCDHA11;NM_018902,NM_031861;823.75;693.11;513.83;72.67;15.82;23
RERE;NM_001042681,NM_001042682,NM_012102;614;986;325;316;1102;534
SAP30L-AS1;NR_037897;83;151;53;16;5;19
FGD5;NM_152536;1;3;0;0;1;0
WWC1;NM_001161661,NM_001161662,NM_015238;1063;996;383;856.64;1341.37;1790.14
ANKRD26P3;NR_027248;0;0;0;0;0;0
FRG2;NM_001005217,NM_001286820;0;0;0;1.66;1;2
TAS2R1;NM_019599;0;0;0;0;0;0
KBTBD12;NM_207335;6.01;15.17;3;1;3;1
IL26;NM_018402;0;0;0;0;0;0
CYP2D6;NM_000106,NM_001025161;4;7.88;2;1;9.18;12.27
BLNK;NM_001114094,NM_001258440,NM_001258441,NM_001258442,NM_013314,NR_047680,NR_047681,NR_047682,NR_047683;43;64;25;30;31;107
WDR62;NM_001083961,NM_173636;433;462;159;160;34;535
NEURL1;NM_004210;41;53;19;1;2;4
PRAMEF4;NM_001009611;0;0;0;0;0;0
PPP2R1A;NM_014225,NR_033500;3874;2391;1160;3803;3920;7327
IP6K2;NM_001005909,NM_001005910,NM_001005911,NM_001146178,NM_001146179,NM_001190316,NM_001190317,NM_016291,NR_027437,NR_027438;631;683;321;1233;1003;2012
LOC101928988;NR_120344;0;2;2;0;2;3
LINC01044;NR_126345;0;0;0;0;0;0
PCDHB18;NR_001281;32.69;43.56;15.26;2.15;7.82;3
OVOL1;NM_004561;552;392;202;98;200;371
UBE3D;NM_198920;152;173;60;62;69;146
LOC102723373;NR_119378;9;9;1;10;19;14
KRTAP20-4;NR_023342;0;0;0;0;0;0
GALT;NM_000155,NM_001258332;68;69;29;103;283;308
LINC01254;NR_110775;0;1;0;0;0;0
MAP7D1;NM_001286365,NM_001286366,NM_018067;581;394;220;1380;1212;4172
LOC100506639;NR_102752;35.72;42;22.32;41;45;40
OR7G3;NM_001001958;0;0;0;0;0;0
WDR34;NM_052844;2410;1562;578;602;962;1581
MIR4675;NR_039822;0;0;0;0;0;0
SNORD115-25;NR_003342;0;0;0;0;0;0
LOC101929497;NR_120580;0;0;0;0;0;0
OR4C46;NM_001004703;0;0;0;0;0;0
MIR6895;NR_106955;0;0;0;0;0;0
HNRNPF;NM_001098204,NM_001098205,NM_001098206,NM_001098207,NM_001098208,NM_004966;7209;5621;2674;4072;3168;9725
RTTN;NM_173630;283;271;132;376;334;819
NPIPA3;NM_001277323,NM_001277323_chr16:14844669_14859315;31.97;60.14;17.3;9.16;26.67;50.85
RPS6KB1;NM_001272042,NM_001272043,NM_001272044,NM_001272060;15180.72;12791.76;6730.1;854;786;1950.46
RSPH6A;NM_030785;0;1;0;0;1;2
BEND6;NM_152731;29;23;11;34;16;54
MIR4717;NR_039868;0;0;0;0;0;0
SLX4;NM_032444;352;316;139;233.14;182;461.99
ADAMTSL5;NM_213604;22;35;12;18;104;137
LINC00221;NR_027457;0;0;0;0;0;0
RP9P;NR_003500;54.61;44.78;20.59;55.97;87.97;158.89
PDIA6;NM_001282704,NM_001282705,NM_001282706,NM_001282707,NM_005742;9897.91;4517.93;4824.15;7482.02;2856.82;8370.44
SPATA12;NM_181727;5;17;9;8;3;3
VPS53;NM_001128159,NM_018289;1142;1095;500;774.08;1092.96;1288.5
SH3RF2;NM_152550;39;65;27;201;96;230
SNORD85;NR_003066;0;0;0;0;0;0
LOC101928201;NR_110390;0;0;0;0;0;0
RWDD2B;NM_016940;374;268;147;243;264;581
EYA1;NM_000503,NM_001288574,NM_001288575,NM_172058,NM_172059,NM_172060;0;0;0;0;0;0
LINC01033;NR_126379;0;0;0;0;0;0
FCGR1C;NR_027484;0;0;0;0;0;0
GIPC3;NM_133261;0;0;0;0;1;0
MIR4310;NR_036195;0;0;0;0;0;0
RHBDD2;NM_001040456,NM_001040457;1022;526;409;473;889;661
ZFAND2A;NM_182491;288;162;78;104;97;176
SPANXN4;NM_001009613;0;0;0;0;0;0
LOC101927691;NR_110853;0;0;0;0;0;0
MIR3180-5;NR_037467;0;0;0;0;0;0
KLF2;NM_016270;32;46;9;0;10;6
UOX;NR_003927;0;1;0;0;0;0
SLC14A2-AS1;NR_110899;0;0;0;0;0;0
MGC45922;NR_038359;1;3;0;0;1;0
NT5C1B-RDH14;NM_001199103,NM_001199104;0;9.84;0;0;0;0
TMEM101;NM_032376;523;268;186;311;329;470
FOXD4;NM_207305;2.45;11.16;0;17.28;34.23;13.92
CHRM5;NM_012125;2;6;1;0;0;1
MIR595;NR_030325;0;0;0;0;0;0
IGFBP3;NM_000598,NM_001013398;171;103;90;7690;37408;10642
ALOX15;NM_001140;163;185.91;55;3.91;13;4
IGF1;NM_000618,NM_001111283,NM_001111284,NM_001111285;1;2;0;0;0;0
POGLUT1;NM_152305,NR_024265;436;269;209;470;229;444
FCRL1;NM_001159397,NM_001159398,NM_052938;0;0;0;0;0;0
DPEP2;NM_022355;0;0;0;0;2;0
MAN1B1-AS1;NR_027447;31;33;13;11.32;52.02;44.92
ADIPOQ;NM_001177800,NM_004797;0;0;0;0;0;0
CCL23;NM_005064,NM_145898;0;0;0;0;0;0
KREMEN1;NM_001039570,NM_032045;195.44;151.19;82.65;89.11;507.71;426.08
FAM178B;NM_001122646,NM_001172667,NM_016490;11;5;4;1;2;3
LOC102724421;NR_120490;0;0;0;0;0;0
PAPD4;NM_001114393,NM_001114394,NM_001297744,NM_001297745,NM_173797;760;802;469;1157;1011;1374
THBS2;NM_003247;7;16;6;2;1;0
MIR5572;NR_049837;1;0;0;0;0;0
TJP3;NM_001267560,NM_001267561;674;489;273;1186;1456;917
RAB2B;NM_001163380,NM_032846,NR_028074;244;268;129;244;237.1;365
LOC101929099;NR_110786;11.89;15.27;4.39;11.36;5.4;20.21
OR4X1;NM_001004726;0;0;0;0;0;0
KLF1;NM_006563;3;5;1;1;0;1
SNORD4A;NR_000010;0;0;0;0;0;0
ZNF865;NM_001195605;90;86;39;36.01;143.01;146.22
SEC23IP;NM_007190,NR_037771;1838;1624;910;1096;1396;1893.01
MIR5692C1;NR_049867;0;0;0;0;0;0
MRPL48;NM_016055;388;249;119;399;234;557
ZNF561-AS1;NR_122038;39;21;13;32;64;80
PIK3R5;NM_001142633,NM_001251851,NM_001251852,NM_001251853,NM_001251855,NM_014308;13;23;2;0;0;0
STAP1;NM_012108;0;3;0;0;0;0
MIR520G;NR_030206;0;0;0;0;0;0
PCDH1;NM_001278613,NM_001278615,NM_002587,NM_032420;1039;484;490;4745;3197;3713
EVI2A;NM_001003927,NM_014210;22;43;21;82.07;17;93.23
AGO4;NM_017629;336;433;170;619.22;735.73;1049.03
LOC101927446;NR_110085;1;0;0;0;0;0
SAMD14;NM_001257359,NM_174920;5;6;2;2;5;11
PKMYT1;NM_001258450,NM_001258451,NM_004203,NM_182687;505.58;346.64;121.83;256.17;25.38;1205.28
BRD7P3;NR_002730;2;9;1;7;1;3
SPANXN1;NM_001009614;0;0;0;0;0;0
MIR1231;NR_031599;0;0;0;0;0;0
NINJ1;NM_004148;947;470;271;453;1004;540
ZSCAN23;NM_001012455;0;0;0;34;26;55
GAPVD1;NM_001282679,NM_001282680,NM_001282681,NM_015635;3545;3254;1883;1824.07;2259;2867
MIR105-1;NR_029521;0;0;0;0;0;0
AKAP13;NM_001270546,NM_006738,NM_007200;3834;4384;1972;3221;3456;4155
LINC00158;NR_024027;0;0;0;0;0;2
S100A7L2;NM_001045479;0;0;0;0;0;0
TPK1;NM_001042482,NM_022445;29;36;16;52;33;87
FLT1;NM_001159920,NM_001160030,NM_001160031,NM_002019;24;18;7;4;2;1
TNFSF12;NM_003809,NR_037146;1;0;0;22.44;38;33.67
PRKCZ;NM_001033581,NM_001033582,NM_001242874,NM_002744;597.38;517.17;227.15;276.41;438.89;732.49
MIR4697HG;NR_024344;31;32;7;24;21;64
SNORD115-47;NR_003499;0;0;0;0;0;0
MX2;NM_002463;4;2;7;3;5;2
MIR7855;NR_107009;0;0;0;0;0;0
TYRO3;NM_006293;290;206;91;132;109;400
TLCD1;NM_001160407,NM_138463;290;158;97;180;231;430
NSUN3;NM_022072;180.98;156.7;76;196;194.91;268
LOC554206;NR_038379;20;12;10;3;6;6
LRRC27;NM_001143757,NM_001143758,NM_001143759,NM_030626,NR_026559;83.05;93.01;37;46.02;84.01;82.12
SEC24B;NM_001042734,NM_001300813,NM_006323;670;759;323;1002;1230;1626
SYTL2;NM_001162951,NM_001162952,NM_001162953,NM_001289608,NM_001289609,NM_001289610,NM_032943,NM_206929,NM_206930;13581;13348;8165;1550;1318;1560
ACOXL;NM_001142807;27;38;2;0;5;0
LINC00298;NR_015405;0;0;0;0;0;0
MED29;NM_017592;749;648;243;379.21;930;994.39
GZMK;NM_002104;0;0;0;0;0;0
SPHK1;NM_001142601,NM_001142602,NM_021972,NM_182965;270;176;99;14;36;70
CD177;NM_020406;3;8;1;0;2;3
CCDC66;NM_001012506,NM_001141947,NR_024460;146.18;151.36;67.21;257.38;176.42;473.98
ZNF596;NM_001042415,NM_001042416,NM_001287254,NM_001287255,NM_001287256,NM_001287399,NM_173539;103.99;137.11;47;129;148.08;177.43
MIR6887;NR_106947;0;0;0;0;0;0
POMP;NM_015932;1447;917;500;1365;716;2646
AVIL;NM_006576;28.17;33.23;9.03;14.07;31.12;17.14
PSTPIP1;NM_003978;0;0;0;0;2;4
ENPP2;NM_001040092,NM_001130863,NM_006209,NR_045555;3;2;0;0;2;0
LOC101929019;NR_125910;0;0;0;0;0;0
OR1Q1;NM_012364;0;1;0;0;0;0
METTL12;NM_001043229;121;113;30;40;37;97
ERBB4;NM_001042599,NM_005235;996;1057;595;3;19;2
SP2;NM_003110;54;135;35;20;79;60
CXCR2P1;NR_002712;0;0;0;0;0;0
C9orf106;NM_001012715;60;49;22;0;0;0
ANKRD42;NM_001300972,NM_001300973,NM_001300975,NM_001300976,NM_001300977,NM_182603,NR_125355;270;221;138;201.09;211.01;262.01
NEGR1;NM_173808;1;18;1;173;2;123
COMT;NM_000754,NM_001135161,NM_001135162;1326;662;343;1309.76;2157.83;3100.37
LOC440982;NR_121655;0;2;2;0;0;0
RSL24D1;NM_016304;1975;1309;895;2687;1623;4384
SNORD115-31;NR_003346;0;0;0;0;0;0
SH3TC1;NM_018986;28;9;6;72;34;249
LOC171391;NR_126342,NR_126343;27;21;13;35;37;87
EIF3G;NM_003755;2112.78;1348.82;739.3;1247.04;1429.35;3169.61
NFAM1;NM_145912;0;0;0;8;58.03;7
TCF7;NM_001134851,NM_003202,NM_201632,NM_201634,NM_213648,NR_033449;36;71;25;76.01;362.6;433.02
C14orf2;NM_001127393,NM_004894;1971;1283;732;1069;636;2458
EFR3A;NM_015137;2663;2403;1108;3070;3585;5343
LOC100288798;NR_125377,NR_125378,NR_125379,NR_125380,NR_125381;51;77;17;37;26;90
HEBP2;NM_014320;1053;672;357;1618;1466;3107
LOC102467217;NR_104674;0;0;0;0;0;0
UNC5B;NM_001244889,NM_170744;208;105;104;2373;1005;1714.02
SFSWAP;NM_001261411,NM_004592;595;550;234;374;394;906
LINC00341;NR_026779;10;14;10;3;4;6
DEFB134;NM_001302695;0;0;0;0;1;0
LINC00307;NR_038855;0;0;0;0;1;0
C1orf186;NM_001007544;0;0;0;0;0;0
NMRK1;NM_001127603,NM_017881,NR_023352;127;108;72;260;306;414
TOX4;NM_014828;1665.88;1324.15;655;1111.7;1005.13;1813.35
OGFOD2;NM_024623;229;216;77;88;141;205
TUBGCP6;NM_020461;438;560;245;458;938;1454
PRAMEF2;NM_023014;0;0;0;0;0;0
JARID2;NM_001267040,NM_004973;2114;1738;1176;528;440;822
TPO;NM_000547,NM_001206744,NM_001206745,NM_175719,NM_175721,NM_175722;6;16;1;3;2;0
GPX6;NM_182701;0;0;0;1.26;0;0
SEC24D;NM_014822;1015;445;535;578;665;530
PSG11;NM_001113410,NM_002785,NM_203287;0;2;0;1;0;0
ZBTB1;NM_001123329,NM_014950;1666;2035;844;1275;1013;1579
ALKBH5;NM_017758;2522;1926;751;1174;1779;2330
TMTC1;NM_001193451,NM_175861;182;118;63;4485.16;285;3322.3
TBC1D28;NM_001039397;0;0.99;0;0;0;1
CHSY3;NM_175856;3;4;5;12;3;11
TMEM181;NM_020823;836;683;443;1499.4;1227;2287.09
SIRT5;NM_001193267,NM_001242827,NM_012241,NM_031244;217.04;197;84;293.99;257.05;671.27
THEM4;NM_053055;200;137;95;86;184;364.1
LOC101928020;NR_110291;13;30;5;8;10;7
EPS8L1;NM_017729,NM_133180;704;581;334;559;853;1429
LINC00494;NR_026958;209;137;136;0;0;0
SUMO1;NM_001005781,NM_001005782,NM_003352;1907.05;1329.06;709.94;1649.23;1092.75;3118.48
YIPF2;NM_024029;1099.06;567.04;428.04;485.2;555.03;812.71
IFT52;NM_001303458,NM_001303459,NM_016004;325;232;96;290;315;574
SYT15;NM_031912,NM_181519;65.21;113.4;38;95;107.01;116.04
CKB;NM_001823;290;264;121;52;128;48
AFF1;NM_001166693,NM_005935;671;953;426;1418;1558;1766
DYSF;NM_001130455,NM_001130976,NM_001130977,NM_001130978,NM_001130979,NM_001130980,NM_001130981,NM_001130982,NM_001130983,NM_001130984,NM_001130985,NM_001130986,NM_001130987,NM_003494;5;5;2;259;28;318
PPP2R5A;NM_001199756,NM_006243;724;550;311;1057;862;1334
TAB3;NM_152787;507;554;268;708;761;1445
AKR1C6P;NR_026743;2;1;1;0;0;0
MIR3646;NR_037419;0;0;0;0;0;0
FERD3L;NM_152898;0;0;0;0;0;0
LINC01141;NR_033887;0;0;1;1.23;0;0
TDGF1P3;NR_002718;0;1;1;0;0;0
CSF1R;NM_001288705,NM_005211,NR_109969;10;11;4;129;9;220
CPSF4L;NM_001129885;0;0;0;0;0;0
OR10T2;NM_001004475;10;7;4;0;0;0
HLA-DQA2;NM_020056;0;0;0;0;1;0
NUDT6;NM_007083,NM_198041;48.76;39.59;19.79;66.56;78.11;178.89
ZADH2;NM_175907;536;438;190;923;702;2217
OR2A1-AS1;NR_126023,NR_126023_chr7:143892413_144009499;2.07;0;0;0;0;9.73
TRAM1L1;NM_152402;19;18;9;64;45;47
H1FX-AS1;NR_026991;20.86;42.09;9.01;6;12.01;38.04
CST8;NM_001281730,NM_005492;0;0;0;0;0;0
GAB1;NM_002039,NM_207123;489;525;253;520;519;598
APOBEC3D;NM_152426;0;0;1.05;5.17;6.76;2.44
RPL13AP20;NR_003932;3.27;6.59;2.18;1.07;1.08;2.22
MIR4738;NR_039892;0;0;0;0;0;0
STK24;NM_001032296,NM_001286649,NM_003576;1135;997;492;2080;2399;4383
KANSL3;NM_001115016,NR_047653,NR_047654,NR_047655,NR_047656,NR_047657,NR_047658;1035;786;417;1014;1243;1567
TMEM180;NM_024789;61;41;28;69;38;150.56
LOC102546229;NR_105044;0;0;0;0;0;0
KRTAP9-6;NM_001277331;0;0;0;0;0;0
FAM89B;NM_001098784,NM_001098785,NM_152832;450;322;111;182;265;406
KSR1;NM_014238;165;106;80;79;294;332
LOC101929717;NR_110823;0;1;0;0;1;0
MIR30D;NR_029599;0;0;0;0;0;0
PDE4A;NM_001111307,NM_001111308,NM_001111309,NM_001243121,NM_006202;12;15;11;6;13;4
MANSC1;NM_018050;189;123;95;308.85;251;328
LINCR-0002;NR_120606;0;1;2;0;0;0
FDX1L;NM_001031734;281;161;64;77;117;274
RNU6ATAC;NR_023344;64;125;39;12;51;3
RAB11FIP1;NM_001002814,NM_025151;1653;1227;851;2185.89;4512.58;4458.07
C1orf106;NM_001142569,NM_018265;315;206;171;337.24;793;704
GPA33;NM_005814;0;0;0;1;0;1
MAZ;NM_001042539,NM_001276275,NM_001276276,NM_002383,NR_074080;4924;3322;1126;1817;1888;4693
MRPL18;NM_014161;492;320;174;653;430;1593
CYP1A2;NM_000761;0;0;0;0;0;0
VPS41;NM_014396,NM_080631;864;808;408;1460.3;1910.01;2391
TTC23;NM_001288615,NM_001288616,NR_109947;244;254;97;369;278;479
EVL;NM_016337;1234;1466;686;190;357;800
TRIM39;NM_021253,NM_172016;261.45;267.05;120.89;196.4;273.83;355.12
BCORL1;NM_021946;122;193;83;47;199;64
NF2;NM_000268,NM_016418,NM_181825,NM_181828,NM_181829,NM_181830,NM_181831,NM_181832,NM_181833;1435.94;1130;569;2441.71;2475.02;5996.9
DYRK2;NM_003583,NM_006482;1408;878;619;390;666;703
SNORA80B;NR_028374;85;100;22;84.92;488.95;17
HSPD1;NM_002156,NM_199440;11425.31;7628.32;4107;13280;5057.13;26338.38
TMEM87A;NM_001110503,NM_001286487,NM_015497;1555;1095;811;2966;1752;2544.21
LINC00970;NR_104091;0;0;0;0;0;0
OR51A4;NM_001005329;0;0;0;0;0;0
FRMD7;NM_194277;4;12;4;2;4;4
INF2;NM_001031714,NM_022489,NM_032714;1447;1696;668;816;2119;2994
RGS12;NM_002926,NM_198227,NM_198229;433;472;177;159.04;326;381.01
VIM-AS1;NR_108060,NR_108061;4;9.32;2;2;3;7
LOC101928279;NR_125892;0;1;1;1;4;0
ZBED8;NM_001303251,NM_022090;151;126;50;157;155;186
SLC37A1;NM_018964;1099;836;442;587;688;783
CD97;NM_001025160,NM_001784,NM_078481;287.36;218.36;131.27;792.75;462.46;1333.01
SIMC1;NM_198567;96.6;117.73;57.01;89.52;160.95;243.96
SPTBN4;NM_020971,NM_025213;25;19;6;1;1;2
CRNN;NM_016190;0;0;0;0;0;0
OR4N5;NM_001004724;0;0;0;0;0;0
TIAM2;NM_001010927,NM_012454;13.82;10.73;8.47;14.44;3.15;15.4
HSD17B2;NM_002153;0;0;0;20;8;632
KCNC1;NM_001112741,NM_004976;5;16;0;2;0;0
VCPIP1;NM_025054;1565;1797;866;1921;1765;2075
SNORA38;NR_002971;166;357;129;105;328;24
PHF20;NM_016436;654;643.43;311.45;891.19;1126;2411.6
LOC101929237;NR_125433;0;0;0;0;2;0
ZNF280A;NM_080740;3;4;2;0;0;0
ZC3HC1;NM_001282190,NM_001282191,NM_016478;192;106;56;284;247;620
GTF2H4;NM_001517;188;167;78;110;116;220
RIC3;NM_001135109,NM_001206671,NM_001206672,NM_024557,NR_045405;0;1;0;1;12;0
ZNF514;NM_032788;303;331;175;92;128;187.14
FAM230B;NR_108107;3.8;2.12;0;0.69;1.87;0
LOC101928471;NR_120472,NR_120473;0;0;0;0;0;1
LOC100128233;NR_103769;0;0;1;0;0;0
ZNF726;NM_001244038;77.25;127;51.24;0;0;0
MMP7;NM_002423;0;0;0;578;8;99
OTOL1;NM_001080440;0;1;0;0;0;0
FAN1;NM_001146094,NM_001146095,NM_001146096,NM_014967;406.2;343.96;213.81;410.39;453.56;853.49
EIF2B5;NM_003907;1069;724;388;885;729;1772
RHOB;NM_004040;3041;2963;819;541;3793;2124
QRICH1;NM_017730,NM_198880;873;834;395;1054;1225;2128
RNF111;NM_001270528,NM_001270529,NM_001270530,NM_017610;454;521;234;516;670;713
PAGE2;NM_207339;0;0;0;0;0;0
ZNF763;NM_001012753;10;13;2;5.01;5;4
ZNF624;NM_020787;264;228;141;96;137;175
